Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Class,org.apache.xerces.impl.xpath.XPath.parseExpression.(Anon_1),3,1,0
Class,org.apache.xerces.impl.xpath.regex.Op,11,23,89
Class,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema,8,38,97
Class,org.apache.xerces.impl.xpath.regex.RangeToken,9,18,76
Class,org.apache.xerces.impl.xpath.regex.RegexParser,14,49,92
Class,org.apache.xerces.impl.xpath.regex.Token,17,51,95
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser.FacetInfo,2,0,0
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,12,3,0
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,25,6,0
Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,41,18,78
Class,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,31,6,88
Class,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,17,3,0
Class,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,10,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,25,8,68
Class,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,12,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,13,4,0
Class,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,14,9,81
Class,org.apache.xerces.jaxp.DefaultValidationErrorHandler,5,1,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_22).(Anon_1),2,2,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_24).(Anon_2),2,2,0
Class,org.apache.xerces.util.AugmentationsImpl.LargeContainer,4,8,25
Class,org.apache.xerces.util.AugmentationsImpl.SmallContainer,5,8,37
Class,org.apache.xerces.util.AugmentationsImpl.SmallContainer.SmallContainerKeyEnumeration,2,3,16
Class,org.apache.xerces.util.ErrorHandlerWrapper.createXMLParseException.(Anon_1),2,13,0
Class,org.apache.xerces.util.SecuritySupport,10,9,96
Class,org.apache.xerces.util.SecuritySupport12,10,8,0
Class,org.apache.xerces.util.SecuritySupport12.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getFileExists.(Anon_7),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getLastModified.(Anon_8),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xerces.util.SecuritySupport12.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xerces.util.SecuritySupport12.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xml.serialize.SerializerFactoryImpl,14,6,50
Class,socket.KeepSocketOpen.Client.InputStreamReporter,4,3,33
Class,ui.TreeView.ErrorStorer,10,8,50
Class,ui.TreeView.FileNameInput,14,6,66
Class,ui.TreeView.ParseError,1,7,68
Class,ui.TreeView.XMLTreeCellRenderer,11,1,0
Class,ui.TreeView.createUI.(Anon_1),2,2,0
Class,ui.TreeView.createUI.(Anon_2),2,2,0
Class,ui.TreeView.createUI.(Anon_3),4,1,0
Class,ui.TreeView.createUI.(Anon_4),2,2,0
Class,ui.TreeView.main.(for_loop_5).(Anon_5),2,1,0
Private Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser.ComplexTypeRecoverableError,2,2,50
Private Static Class,org.apache.xerces.impl.dtd.DTDGrammar.ChildrenList,1,0,0
Private Static Class,org.apache.xerces.impl.dv.xs.Base64BinaryDV.XBase64,2,4,37
Private Static Class,org.apache.xerces.impl.dv.xs.DoubleDV.XDouble,4,4,37
Private Static Class,org.apache.xerces.impl.dv.xs.FloatDV.XFloat,4,4,37
Private Static Class,org.apache.xerces.impl.dv.xs.HexBinaryDV.XHex,2,4,37
Private Static Class,org.apache.xerces.impl.dv.xs.QNameDV.XQName,1,3,0
Private Static Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.XSFacetImpl,4,9,77
Private Static Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.XSMVFacetImpl,5,8,75
Private Static Class,org.apache.xerces.impl.xpath.XPath.Scanner,8,5,78
Private Static Class,org.apache.xerces.impl.xpath.XPath.Tokens,7,8,75
Private Static Class,org.apache.xerces.impl.xs.SchemaGrammar.BuiltinAttrDecl,5,4,0
Private Static Class,org.apache.xerces.impl.xs.SchemaGrammar.XSAnyType,12,12,0
Private Static Class,org.apache.xerces.impl.xs.SubstitutionGroupHandler.OneSubGroup,1,2,50
Private Static Class,org.apache.xerces.impl.xs.traversers.XSDHandler.XSDKey,2,3,22
Protected Abstract Class,org.apache.xerces.impl.xs.XMLSchemaValidator.ValueStoreBase,12,13,73
Protected Class,org.apache.xerces.dom.DOMNormalizer.XMLAttributesProxy,14,29,87
Protected Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.FragmentContentDispatcher,15,5,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.ContentDispatcher,7,4,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.DTDDispatcher,12,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.PrologDispatcher,10,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.TrailingMiscDispatcher,8,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.XMLDeclDispatcher,14,1,0
Protected Class,org.apache.xerces.impl.XMLEntityManager.RewindableInputStream,4,11,57
Protected Class,org.apache.xerces.impl.XMLNSDocumentScannerImpl.NSContentDispatcher,8,1,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyRefValueStore,10,3,33
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyValueStore,6,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.LocalIDKey,1,3,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.UniqueValueStore,6,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.ValueStoreCache,17,10,62
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.XSIErrorReporter,7,6,33
Protected Class,org.apache.xerces.impl.xs.identity.Field.Matcher,11,3,0
Protected Class,org.apache.xerces.parsers.AbstractSAXParser.LocatorProxy,3,7,14
Protected Class,org.apache.xerces.xinclude.XIncludeHandler.Notation,2,2,50
Protected Class,org.apache.xerces.xinclude.XIncludeHandler.UnparsedEntity,2,2,50
Protected Interface,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.Dispatcher,2,1,0
Protected Static Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.ElementStack,2,4,25
Protected Static Class,org.apache.xerces.impl.XMLEntityManager.ExternalEntity,2,7,35
Protected Static Class,org.apache.xerces.impl.XMLEntityManager.InternalEntity,1,7,42
Protected Static Class,org.apache.xerces.impl.dtd.DTDGrammar.QNameHashtable,2,3,58
Protected Static Class,org.apache.xerces.impl.xs.XMLSchemaValidator.XPathMatcherStack,3,9,48
Protected Static Class,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser.ParticleArray,2,4,16
Protected Static Class,org.apache.xerces.parsers.AbstractSAXParser.AttributesProxy,2,14,0
Protected Static Class,org.apache.xerces.util.SymbolHash.Entry,0,3,0
Protected Static Class,org.apache.xerces.util.SymbolTable.Entry,2,2,0
Protected Static Class,org.apache.xerces.util.XMLGrammarPoolImpl.Entry,2,2,12
Public Abstract Class,org.apache.xerces.dom.CharacterDataImpl,7,14,76
Public Abstract Class,org.apache.xerces.dom.ChildNode,1,8,79
Public Abstract Class,org.apache.xerces.dom.NodeImpl,21,83,97
Public Abstract Class,org.apache.xerces.dom.ParentNode,12,34,80
Public Abstract Class,org.apache.xerces.impl.XMLScanner,24,26,90
Public Abstract Class,org.apache.xerces.impl.dtd.models.CMNode,1,9,82
Public Abstract Class,org.apache.xerces.impl.dv.DTDDVFactory,6,5,80
Public Abstract Class,org.apache.xerces.impl.dv.SchemaDVFactory,7,8,87
Public Abstract Class,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV,11,25,88
Public Abstract Class,org.apache.xerces.impl.dv.xs.TypeValidator,3,9,100
Public Abstract Class,org.apache.xerces.impl.xs.identity.IdentityConstraint,11,21,86
Public Abstract Class,org.apache.xerces.parsers.AbstractSAXParser,44,52,94
Public Abstract Class,org.apache.xerces.parsers.AbstractXMLDocumentParser,13,51,95
Public Abstract Class,org.apache.xerces.parsers.BasicParserConfiguration,18,21,91
Public Abstract Class,org.apache.xerces.parsers.DTDParser,9,29,100
Public Abstract Class,org.apache.xerces.parsers.XMLGrammarParser,5,1,100
Public Abstract Class,org.apache.xerces.parsers.XMLParser,6,3,75
Public Abstract Class,org.apache.xml.serialize.BaseMarkupSerializer,41,61,91
Public Abstract Class,org.apache.xml.serialize.SerializerFactory,14,6,94
Public Abstract Class,xni.parser.AbstractConfiguration,19,22,89
Public Class,dom.ASBuilder,15,3,60
Public Class,dom.Counter,18,5,65
Public Class,dom.DOM3,18,6,95
Public Class,dom.DOMAddLines,19,8,75
Public Class,dom.DOMGenerate,13,1,0
Public Class,dom.GetElementsByTagName,19,5,68
Public Class,dom.Writer,20,11,83
Public Class,dom.traversal.IteratorView,40,6,70
Public Class,dom.traversal.NameNodeFilter,2,5,40
Public Class,dom.traversal.TreeWalkerView,40,7,73
Public Class,dom.wrappers.Xerces,13,9,66
Public Class,org.apache.html.dom.HTMLAnchorElementImpl,2,27,0
Public Class,org.apache.html.dom.HTMLAppletElementImpl,2,23,0
Public Class,org.apache.html.dom.HTMLAreaElementImpl,2,17,0
Public Class,org.apache.html.dom.HTMLBRElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLBaseElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLBaseFontElementImpl,2,7,0
Public Class,org.apache.html.dom.HTMLBodyElementImpl,2,13,0
Public Class,org.apache.html.dom.HTMLBuilder,15,10,65
Public Class,org.apache.html.dom.HTMLButtonElementImpl,4,12,0
Public Class,org.apache.html.dom.HTMLDListElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLDOMImplementationImpl,5,3,66
Public Class,org.apache.html.dom.HTMLDirectoryElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLDivElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLDocumentImpl,29,33,95
Public Class,org.apache.html.dom.HTMLElementImpl,8,23,0
Public Class,org.apache.html.dom.HTMLFieldSetElementImpl,2,1,0
Public Class,org.apache.html.dom.HTMLFontElementImpl,2,7,0
Public Class,org.apache.html.dom.HTMLFormElementImpl,4,18,94
Public Class,org.apache.html.dom.HTMLFrameElementImpl,2,17,0
Public Class,org.apache.html.dom.HTMLFrameSetElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLHRElementImpl,2,9,0
Public Class,org.apache.html.dom.HTMLHeadElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLHeadingElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLHtmlElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLIFrameElementImpl,2,21,0
Public Class,org.apache.html.dom.HTMLImageElementImpl,2,27,0
Public Class,org.apache.html.dom.HTMLInputElementImpl,4,38,0
Public Class,org.apache.html.dom.HTMLIsIndexElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLLIElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLLabelElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLLegendElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLLinkElementImpl,2,19,0
Public Class,org.apache.html.dom.HTMLMapElementImpl,4,4,75
Public Class,org.apache.html.dom.HTMLMenuElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLMetaElementImpl,2,9,0
Public Class,org.apache.html.dom.HTMLModElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLOListElementImpl,2,7,0
Public Class,org.apache.html.dom.HTMLObjectElementImpl,4,35,0
Public Class,org.apache.html.dom.HTMLOptGroupElementImpl,2,5,0
Public Class,org.apache.html.dom.HTMLOptionElementImpl,6,15,0
Public Class,org.apache.html.dom.HTMLParagraphElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLParamElementImpl,2,9,0
Public Class,org.apache.html.dom.HTMLPreElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLQuoteElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLScriptElementImpl,5,15,0
Public Class,org.apache.html.dom.HTMLSelectElementImpl,6,23,95
Public Class,org.apache.html.dom.HTMLStyleElementImpl,2,7,0
Public Class,org.apache.html.dom.HTMLTableCaptionElementImpl,2,3,0
Public Class,org.apache.html.dom.HTMLTableCellElementImpl,3,31,0
Public Class,org.apache.html.dom.HTMLTableColElementImpl,2,13,0
Public Class,org.apache.html.dom.HTMLTableElementImpl,11,36,97
Public Class,org.apache.html.dom.HTMLTableRowElementImpl,10,20,95
Public Class,org.apache.html.dom.HTMLTableSectionElementImpl,6,14,92
Public Class,org.apache.html.dom.HTMLTextAreaElementImpl,2,23,0
Public Class,org.apache.html.dom.HTMLTitleElementImpl,5,3,0
Public Class,org.apache.html.dom.HTMLUListElementImpl,2,5,0
Public Class,org.apache.html.dom.NameNodeListImpl,4,2,0
Public Class,org.apache.wml.dom.WMLAElementImpl,2,11,0
Public Class,org.apache.wml.dom.WMLAccessElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLAnchorElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLBElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLBigElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLBrElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLCardElementImpl,2,19,0
Public Class,org.apache.wml.dom.WMLDOMImplementationImpl,9,2,50
Public Class,org.apache.wml.dom.WMLDoElementImpl,2,15,0
Public Class,org.apache.wml.dom.WMLDocumentImpl,49,2,50
Public Class,org.apache.wml.dom.WMLElementImpl,3,11,0
Public Class,org.apache.wml.dom.WMLEmElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLFieldsetElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLGoElementImpl,2,13,0
Public Class,org.apache.wml.dom.WMLHeadElementImpl,2,5,0
Public Class,org.apache.wml.dom.WMLIElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLImgElementImpl,2,23,0
Public Class,org.apache.wml.dom.WMLInputElementImpl,2,25,0
Public Class,org.apache.wml.dom.WMLMetaElementImpl,2,15,0
Public Class,org.apache.wml.dom.WMLNoopElementImpl,2,5,0
Public Class,org.apache.wml.dom.WMLOneventElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLOptgroupElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLOptionElementImpl,2,13,0
Public Class,org.apache.wml.dom.WMLPElementImpl,2,11,0
Public Class,org.apache.wml.dom.WMLPostfieldElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLPrevElementImpl,2,5,0
Public Class,org.apache.wml.dom.WMLRefreshElementImpl,2,5,0
Public Class,org.apache.wml.dom.WMLSelectElementImpl,2,21,0
Public Class,org.apache.wml.dom.WMLSetvarElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLSmallElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLStrongElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLTableElementImpl,2,13,0
Public Class,org.apache.wml.dom.WMLTdElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLTemplateElementImpl,2,11,0
Public Class,org.apache.wml.dom.WMLTimerElementImpl,2,9,0
Public Class,org.apache.wml.dom.WMLTrElementImpl,2,5,0
Public Class,org.apache.wml.dom.WMLUElementImpl,2,7,0
Public Class,org.apache.wml.dom.WMLWmlElementImpl,2,7,0
Public Class,org.apache.xerces.dom.ASDOMImplementationImpl,8,4,75
Public Class,org.apache.xerces.dom.ASModelImpl,13,40,91
Public Class,org.apache.xerces.dom.AttrImpl,16,45,90
Public Class,org.apache.xerces.dom.AttrNSImpl,6,13,81
Public Class,org.apache.xerces.dom.AttributeMap,10,15,100
Public Class,org.apache.xerces.dom.CDATASectionImpl,2,3,100
Public Class,org.apache.xerces.dom.CommentImpl,2,3,100
Public Class,org.apache.xerces.dom.CoreDOMImplementationImpl,22,13,87
Public Class,org.apache.xerces.dom.CoreDocumentImpl,55,111,97
Public Class,org.apache.xerces.dom.DOMConfigurationImpl,31,25,91
Public Class,org.apache.xerces.dom.DOMErrorImpl,5,10,81
Public Class,org.apache.xerces.dom.DOMImplementationImpl,13,3,66
Public Class,org.apache.xerces.dom.DOMImplementationSourceImpl,8,3,0
Public Class,org.apache.xerces.dom.DOMInputImpl,3,21,79
Public Class,org.apache.xerces.dom.DOMLocatorImpl,2,8,67
Public Class,org.apache.xerces.dom.DOMMessageFormatter,6,1,0
Public Class,org.apache.xerces.dom.DOMNormalizer,54,27,92
Public Class,org.apache.xerces.dom.DOMOutputImpl,3,9,77
Public Class,org.apache.xerces.dom.DeepNodeListImpl,6,5,56
Public Class,org.apache.xerces.dom.DeferredAttrImpl,1,4,50
Public Class,org.apache.xerces.dom.DeferredAttrNSImpl,2,4,50
Public Class,org.apache.xerces.dom.DeferredCDATASectionImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredCommentImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredDocumentImpl,26,78,88
Public Class,org.apache.xerces.dom.DeferredDocumentTypeImpl,7,4,50
Public Class,org.apache.xerces.dom.DeferredElementDefinitionImpl,4,4,50
Public Class,org.apache.xerces.dom.DeferredElementImpl,3,4,50
Public Class,org.apache.xerces.dom.DeferredElementNSImpl,5,4,50
Public Class,org.apache.xerces.dom.DeferredEntityImpl,1,4,50
Public Class,org.apache.xerces.dom.DeferredEntityReferenceImpl,1,4,50
Public Class,org.apache.xerces.dom.DeferredNotationImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredProcessingInstructionImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredTextImpl,1,3,50
Public Class,org.apache.xerces.dom.DocumentFragmentImpl,4,5,100
Public Class,org.apache.xerces.dom.DocumentImpl,30,43,87
Public Class,org.apache.xerces.dom.DocumentTypeImpl,6,18,84
Public Class,org.apache.xerces.dom.ElementDefinitionImpl,4,5,66
Public Class,org.apache.xerces.dom.ElementImpl,18,42,78
Public Class,org.apache.xerces.dom.ElementNSImpl,11,15,81
Public Class,org.apache.xerces.dom.EntityImpl,2,18,90
Public Class,org.apache.xerces.dom.EntityReferenceImpl,7,9,85
Public Class,org.apache.xerces.dom.NamedNodeMapImpl,7,29,83
Public Class,org.apache.xerces.dom.NodeIteratorImpl,5,13,71
Public Class,org.apache.xerces.dom.NotationImpl,4,9,82
Public Class,org.apache.xerces.dom.PSVIAttrNSImpl,6,13,83
Public Class,org.apache.xerces.dom.PSVIDOMImplementationImpl,10,3,66
Public Class,org.apache.xerces.dom.PSVIDocumentImpl,8,7,0
Public Class,org.apache.xerces.dom.PSVIElementNSImpl,8,16,87
Public Class,org.apache.xerces.dom.ProcessingInstructionImpl,2,7,78
Public Class,org.apache.xerces.dom.RangeExceptionImpl,1,1,0
Public Class,org.apache.xerces.dom.RangeImpl,15,55,80
Public Class,org.apache.xerces.dom.TextImpl,6,15,100
Public Class,org.apache.xerces.dom.TreeWalkerImpl,5,23,77
Public Class,org.apache.xerces.dom.events.EventImpl,3,10,87
Public Class,org.apache.xerces.dom.events.MutationEventImpl,2,6,86
Public Class,org.apache.xerces.dom3.as.DOMASException,1,1,80
Public Class,org.apache.xerces.dom3.bootstrap.DOMImplementationListImpl,3,4,0
Public Class,org.apache.xerces.dom3.bootstrap.DOMImplementationRegistry,21,7,64
Public Class,org.apache.xerces.impl.Constants,5,7,97
Public Class,org.apache.xerces.impl.Version,3,2,50
Public Class,org.apache.xerces.impl.XML11DTDScannerImpl,12,9,97
Public Class,org.apache.xerces.impl.XML11DocumentScannerImpl,16,11,87
Public Class,org.apache.xerces.impl.XML11EntityScanner,9,13,0
Public Class,org.apache.xerces.impl.XML11NamespaceBinder,1,2,0
Public Class,org.apache.xerces.impl.XMLDTDScannerImpl,24,28,90
Public Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,29,31,92
Public Class,org.apache.xerces.impl.XMLDocumentScannerImpl,25,14,91
Public Class,org.apache.xerces.impl.XMLEntityManager,49,41,94
Public Class,org.apache.xerces.impl.XMLEntityManager.ScannedEntity,9,10,85
Public Class,org.apache.xerces.impl.XMLEntityScanner,18,32,76
Public Class,org.apache.xerces.impl.XMLErrorReporter,14,18,89
Public Class,org.apache.xerces.impl.XMLNSDocumentScannerImpl,21,7,73
Public Class,org.apache.xerces.impl.XMLNamespaceBinder,17,33,87
Public Class,org.apache.xerces.impl.XMLVersionDetector,16,4,66
Public Class,org.apache.xerces.impl.dtd.DTDGrammar,36,99,96
Public Class,org.apache.xerces.impl.dtd.DTDGrammarBucket,4,8,58
Public Class,org.apache.xerces.impl.dtd.XML11DTDProcessor,6,6,0
Public Class,org.apache.xerces.impl.dtd.XML11DTDValidator,7,3,66
Public Class,org.apache.xerces.impl.dtd.XMLAttributeDecl,2,2,0
Public Class,org.apache.xerces.impl.dtd.XMLContentSpec,1,10,91
Public Class,org.apache.xerces.impl.dtd.XMLDTDDescription,3,9,33
Public Class,org.apache.xerces.impl.dtd.XMLDTDLoader,22,17,84
Public Class,org.apache.xerces.impl.dtd.XMLDTDProcessor,28,52,93
Public Class,org.apache.xerces.impl.dtd.XMLDTDValidator,45,48,94
Public Class,org.apache.xerces.impl.dtd.XMLElementDecl,3,2,50
Public Class,org.apache.xerces.impl.dtd.XMLEntityDecl,1,3,33
Public Class,org.apache.xerces.impl.dtd.XMLNSDTDValidator,10,2,50
Public Class,org.apache.xerces.impl.dtd.XMLNotationDecl,1,2,0
Public Class,org.apache.xerces.impl.dtd.XMLSimpleType,3,3,60
Public Class,org.apache.xerces.impl.dtd.models.CMAny,4,9,55
Public Class,org.apache.xerces.impl.dtd.models.CMBinOp,3,6,16
Public Class,org.apache.xerces.impl.dtd.models.CMLeaf,6,9,38
Public Class,org.apache.xerces.impl.dtd.models.CMStateSet,3,12,21
Public Class,org.apache.xerces.impl.dtd.models.CMUniOp,3,5,0
Public Class,org.apache.xerces.impl.dtd.models.DFAContentModel,14,7,73
Public Class,org.apache.xerces.impl.dtd.models.MixedContentModel,3,2,0
Public Class,org.apache.xerces.impl.dtd.models.SimpleContentModel,3,2,40
Public Class,org.apache.xerces.impl.dv.DVFactoryException,1,2,0
Public Class,org.apache.xerces.impl.dv.DatatypeException,5,4,25
Public Class,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,1,1,0
Public Class,org.apache.xerces.impl.dv.InvalidDatatypeValueException,1,1,0
Public Class,org.apache.xerces.impl.dv.ValidatedInfo,2,2,25
Public Class,org.apache.xerces.impl.dv.XSFacets,5,1,52
Public Class,org.apache.xerces.impl.dv.dtd.DTDDVFactoryImpl,10,3,0
Public Class,org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.ListDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.StringDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11DTDDVFactoryImpl,8,2,50
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.util.Base64,3,7,86
Public Class,org.apache.xerces.impl.dv.util.HexBin,1,2,75
Public Class,org.apache.xerces.impl.dv.xs.AnySimpleDV,3,2,0
Public Class,org.apache.xerces.impl.dv.xs.AnyURIDV,7,2,75
Public Class,org.apache.xerces.impl.dv.xs.Base64BinaryDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.BaseDVFactory,8,6,75
Public Class,org.apache.xerces.impl.dv.xs.BooleanDV,6,2,50
Public Class,org.apache.xerces.impl.dv.xs.DateDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.DateTimeDV,6,2,0
Public Class,org.apache.xerces.impl.dv.xs.DayDV,7,3,66
Public Class,org.apache.xerces.impl.dv.xs.DecimalDV,7,5,0
Public Class,org.apache.xerces.impl.dv.xs.DoubleDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.DurationDV,7,6,83
Public Class,org.apache.xerces.impl.dv.xs.EntityDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.FloatDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.FullDVFactory,6,3,50
Public Class,org.apache.xerces.impl.dv.xs.HexBinaryDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDREFDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.IntegerDV,5,1,0
