Kind,Name,CountClassBase,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Public Class,org.apache.xml.serialize.IndentPrinter,1,6,17,58
Public Class,org.apache.xml.serialize.LineSeparator,1,1,0,0
Public Class,org.apache.xml.serialize.Method,1,1,0,0
Public Class,org.apache.xml.serialize.OutputFormat,1,13,50,95
Public Class,org.apache.xml.serialize.Printer,1,6,18,64
Public Class,org.apache.xml.serialize.TextSerializer,1,11,17,0
Public Class,org.apache.xml.serialize.XHTMLSerializer,1,4,5,0
Public Class,org.apache.xml.serialize.XML11Serializer,1,19,12,100
Public Class,org.apache.xml.serialize.XMLSerializer,1,35,23,88
Public Class,sax.Counter,1,20,13,85
Public Class,sax.DocumentTracer,7,22,39,92
Public Class,sax.Writer,2,25,29,92
Public Class,sax.helpers.AttributesImpl,2,3,23,76
Public Class,simpletype.DatatypeInterfaceUsage,1,21,4,50
Public Class,simpletype.SimpleTypeUsage,1,16,11,96
Public Class,socket.DelayedInput,1,18,9,84
Public Class,socket.KeepSocketOpen,1,7,1,0
Public Class,socket.io.WrappedInputStream,1,2,5,26
Public Class,socket.io.WrappedOutputStream,1,2,7,57
Public Class,ui.DOMParserSaveEncoding,1,5,4,50
Public Class,ui.DOMTree,1,3,5,100
Public Class,ui.DOMTreeFull,1,8,9,94
Public Class,ui.DefaultImages,1,2,3,0
Public Class,ui.TreeView,3,49,13,84
Public Class,ui.TreeViewer,1,7,3,0
Public Class,xni.Counter,2,22,14,83
Public Class,xni.DocumentTracer,2,24,61,90
Public Class,xni.PSVIWriter,3,56,109,97
Public Class,xni.PassThroughFilter,2,10,19,50
Public Class,xni.UpperCaseFilter,1,5,4,75
Public Class,xni.Writer,2,24,23,88
Public Class,xni.XMLGrammarBuilder,1,17,3,60
Public Class,xni.parser.CSVConfiguration,1,18,5,80
Public Class,xni.parser.CSVParser,1,1,1,0
Public Class,xni.parser.NonValidatingParserConfiguration,1,3,3,33
Public Class,xni.parser.PSVIConfiguration,1,5,8,75
Public Class,xni.parser.PSVIParser,1,1,1,0
Public Class,xs.QueryXS,2,16,3,100
Public Interface,dom.ParserWrapper,0,6,3,0
Public Interface,dom.ParserWrapper.DocumentInfo,0,1,1,0
Public Interface,org.apache.html.dom.HTMLFormControl,0,0,0,0
Public Interface,org.apache.wml.WMLAElement,1,1,8,0
Public Interface,org.apache.wml.WMLAccessElement,1,1,4,0
Public Interface,org.apache.wml.WMLAnchorElement,1,1,4,0
Public Interface,org.apache.wml.WMLBElement,1,1,2,0
Public Interface,org.apache.wml.WMLBigElement,1,1,2,0
Public Interface,org.apache.wml.WMLBrElement,1,1,2,0
Public Interface,org.apache.wml.WMLCardElement,1,1,14,0
Public Interface,org.apache.wml.WMLDOMImplementation,1,0,0,0
Public Interface,org.apache.wml.WMLDoElement,1,1,10,0
Public Interface,org.apache.wml.WMLDocument,1,0,0,0
Public Interface,org.apache.wml.WMLElement,1,1,4,0
Public Interface,org.apache.wml.WMLEmElement,1,1,2,0
Public Interface,org.apache.wml.WMLFieldsetElement,1,1,4,0
Public Interface,org.apache.wml.WMLGoElement,1,1,8,0
Public Interface,org.apache.wml.WMLHeadElement,1,0,0,0
Public Interface,org.apache.wml.WMLIElement,1,1,2,0
Public Interface,org.apache.wml.WMLImgElement,1,1,18,0
Public Interface,org.apache.wml.WMLInputElement,1,1,20,0
Public Interface,org.apache.wml.WMLMetaElement,1,1,10,0
Public Interface,org.apache.wml.WMLNoopElement,1,0,0,0
Public Interface,org.apache.wml.WMLOneventElement,1,1,2,0
Public Interface,org.apache.wml.WMLOptgroupElement,1,1,4,0
Public Interface,org.apache.wml.WMLOptionElement,1,1,8,0
Public Interface,org.apache.wml.WMLPElement,1,1,6,0
Public Interface,org.apache.wml.WMLPostfieldElement,1,1,4,0
Public Interface,org.apache.wml.WMLPrevElement,1,0,0,0
Public Interface,org.apache.wml.WMLRefreshElement,1,0,0,0
Public Interface,org.apache.wml.WMLSelectElement,1,1,16,0
Public Interface,org.apache.wml.WMLSetvarElement,1,1,4,0
Public Interface,org.apache.wml.WMLSmallElement,1,1,2,0
Public Interface,org.apache.wml.WMLStrongElement,1,1,2,0
Public Interface,org.apache.wml.WMLTableElement,1,1,8,0
Public Interface,org.apache.wml.WMLTdElement,1,1,2,0
Public Interface,org.apache.wml.WMLTemplateElement,1,1,6,0
Public Interface,org.apache.wml.WMLTimerElement,1,1,4,0
Public Interface,org.apache.wml.WMLTrElement,1,0,0,0
Public Interface,org.apache.wml.WMLUElement,1,1,2,0
Public Interface,org.apache.wml.WMLWmlElement,1,1,2,0
Public Interface,org.apache.xerces.dom.DeferredNode,1,0,1,100
Public Interface,org.apache.xerces.dom3.as.ASAttributeDeclaration,1,3,10,100
Public Interface,org.apache.xerces.dom3.as.ASContentModel,1,3,11,100
Public Interface,org.apache.xerces.dom3.as.ASDataType,0,0,1,100
Public Interface,org.apache.xerces.dom3.as.ASElementDeclaration,1,5,16,100
Public Interface,org.apache.xerces.dom3.as.ASEntityDeclaration,1,1,8,100
Public Interface,org.apache.xerces.dom3.as.ASModel,1,10,20,0
Public Interface,org.apache.xerces.dom3.as.ASNamedObjectMap,0,3,8,0
Public Interface,org.apache.xerces.dom3.as.ASNotationDeclaration,1,1,4,0
Public Interface,org.apache.xerces.dom3.as.ASObject,0,2,12,100
Public Interface,org.apache.xerces.dom3.as.ASObjectList,0,1,2,0
Public Interface,org.apache.xerces.dom3.as.CharacterDataEditAS,1,1,6,0
Public Interface,org.apache.xerces.dom3.as.DOMASBuilder,1,5,4,0
Public Interface,org.apache.xerces.dom3.as.DOMASWriter,1,3,1,0
Public Interface,org.apache.xerces.dom3.as.DOMImplementationAS,0,3,3,0
Public Interface,org.apache.xerces.dom3.as.DocumentAS,0,5,10,0
Public Interface,org.apache.xerces.dom3.as.DocumentEditAS,1,0,2,0
Public Interface,org.apache.xerces.dom3.as.ElementEditAS,1,4,13,0
Public Interface,org.apache.xerces.dom3.as.NodeEditAS,0,2,5,100
Public Interface,org.apache.xerces.impl.ExternalSubsetResolver,1,4,1,0
Public Interface,org.apache.xerces.impl.RevalidationHandler,1,2,1,0
Public Interface,org.apache.xerces.impl.XMLEntityDescription,1,1,2,0
Public Interface,org.apache.xerces.impl.XMLEntityHandler,0,4,2,0
Public Interface,org.apache.xerces.impl.dtd.XMLContentSpec.Provider,0,1,1,0
Public Interface,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,1,0,2,0
Public Interface,org.apache.xerces.impl.dtd.models.ContentModelValidator,0,1,1,0
Public Interface,org.apache.xerces.impl.dv.DatatypeValidator,0,3,1,0
Public Interface,org.apache.xerces.impl.dv.ValidationContext,0,1,11,0
Public Interface,org.apache.xerces.impl.dv.XSSimpleType,1,7,8,100
Public Interface,org.apache.xerces.impl.validation.EntityState,0,1,2,0
Public Interface,org.apache.xerces.impl.xs.identity.FieldActivator,0,4,5,0
Public Interface,org.apache.xerces.impl.xs.identity.ValueStore,0,3,2,0
Public Interface,org.apache.xerces.impl.xs.models.XSCMValidator,0,4,5,100
Public Interface,org.apache.xerces.jaxp.JAXPConstants,0,1,0,0
Public Interface,org.apache.xerces.jaxp.validation.XSGrammarPoolContainer,0,3,3,0
Public Interface,org.apache.xerces.parsers.XML11Configurable,0,0,0,0
Public Interface,org.apache.xerces.util.MessageFormatter,0,3,1,0
Public Interface,org.apache.xerces.xni.Augmentations,0,2,5,0
Public Interface,org.apache.xerces.xni.NamespaceContext,0,2,9,100
Public Interface,org.apache.xerces.xni.XMLAttributes,0,3,28,0
Public Interface,org.apache.xerces.xni.XMLDTDContentModelHandler,0,4,12,100
Public Interface,org.apache.xerces.xni.XMLDTDHandler,0,7,22,100
Public Interface,org.apache.xerces.xni.XMLDocumentFragmentHandler,0,9,14,0
Public Interface,org.apache.xerces.xni.XMLDocumentHandler,0,10,18,0
Public Interface,org.apache.xerces.xni.XMLLocator,0,1,9,0
Public Interface,org.apache.xerces.xni.XMLResourceIdentifier,0,1,10,0
Public Interface,org.apache.xerces.xni.grammars.Grammar,0,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLDTDDescription,1,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarDescription,1,1,1,100
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarLoader,0,9,13,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarPool,0,3,6,0
Public Interface,org.apache.xerces.xni.grammars.XMLSchemaDescription,1,3,6,100
Public Interface,org.apache.xerces.xni.grammars.XSGrammar,1,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLComponent,0,4,7,0
Public Interface,org.apache.xerces.xni.parser.XMLComponentManager,0,2,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelFilter,2,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelSource,0,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDFilter,2,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDScanner,2,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDSource,0,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentFilter,2,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentScanner,1,3,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentSource,0,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLEntityResolver,0,4,1,0
Public Interface,org.apache.xerces.xni.parser.XMLErrorHandler,0,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLParserConfiguration,1,11,19,0
Public Interface,org.apache.xerces.xni.parser.XMLPullParserConfiguration,1,4,3,0
Public Interface,org.apache.xerces.xpointer.XPointerPart,0,5,8,100
Public Interface,org.apache.xerces.xpointer.XPointerProcessor,0,5,4,100
Public Interface,org.apache.xerces.xs.AttributePSVI,1,1,1,0
Public Interface,org.apache.xerces.xs.ElementPSVI,1,3,4,0
Public Interface,org.apache.xerces.xs.ItemPSVI,0,6,12,100
Public Interface,org.apache.xerces.xs.LSInputList,0,1,2,0
Public Interface,org.apache.xerces.xs.PSVIProvider,0,3,3,0
Public Interface,org.apache.xerces.xs.ShortList,0,1,3,0
Public Interface,org.apache.xerces.xs.StringList,0,1,3,0
Public Interface,org.apache.xerces.xs.XSAnnotation,1,1,2,100
Public Interface,org.apache.xerces.xs.XSAttributeDeclaration,1,7,10,0
Public Interface,org.apache.xerces.xs.XSAttributeGroupDefinition,1,3,4,0
Public Interface,org.apache.xerces.xs.XSAttributeUse,1,5,8,0
Public Interface,org.apache.xerces.xs.XSComplexTypeDefinition,1,4,10,100
Public Interface,org.apache.xerces.xs.XSConstants,0,0,0,0
Public Interface,org.apache.xerces.xs.XSElementDeclaration,1,8,18,0
Public Interface,org.apache.xerces.xs.XSFacet,1,3,5,0
Public Interface,org.apache.xerces.xs.XSIDCDefinition,1,3,5,100
Public Interface,org.apache.xerces.xs.XSImplementation,0,3,2,0
Public Interface,org.apache.xerces.xs.XSLoader,0,6,5,0
Public Interface,org.apache.xerces.xs.XSModel,0,11,12,0
Public Interface,org.apache.xerces.xs.XSModelGroup,1,2,4,100
Public Interface,org.apache.xerces.xs.XSModelGroupDefinition,1,3,3,0
Public Interface,org.apache.xerces.xs.XSMultiValueFacet,1,2,3,0
Public Interface,org.apache.xerces.xs.XSNamedMap,0,2,3,0
Public Interface,org.apache.xerces.xs.XSNamespaceItem,0,10,10,0
Public Interface,org.apache.xerces.xs.XSNamespaceItemList,0,1,2,0
Public Interface,org.apache.xerces.xs.XSNotationDeclaration,1,3,4,0
Public Interface,org.apache.xerces.xs.XSObject,0,2,4,0
Public Interface,org.apache.xerces.xs.XSObjectList,0,1,2,0
Public Interface,org.apache.xerces.xs.XSParticle,1,2,5,0
Public Interface,org.apache.xerces.xs.XSSimpleTypeDefinition,1,3,19,100
Public Interface,org.apache.xerces.xs.XSTerm,1,0,0,0
Public Interface,org.apache.xerces.xs.XSTypeDefinition,1,1,7,100
Public Interface,org.apache.xerces.xs.XSWildcard,1,3,5,100
Public Interface,org.apache.xerces.xs.datatypes.ByteList,0,1,3,0
Public Interface,org.apache.xerces.xs.datatypes.ObjectList,0,0,3,0
Public Interface,org.apache.xerces.xs.datatypes.XSDateTime,0,3,14,0
Public Interface,org.apache.xerces.xs.datatypes.XSDecimal,0,3,6,0
Public Interface,org.apache.xerces.xs.datatypes.XSDouble,0,0,1,0
Public Interface,org.apache.xerces.xs.datatypes.XSFloat,0,0,1,0
Public Interface,org.apache.xerces.xs.datatypes.XSQName,0,2,2,0
Public Interface,org.apache.xml.serialize.DOMSerializer,0,4,3,0
Public Interface,org.apache.xml.serialize.Serializer,0,7,6,0
Public Interface,org.w3c.dom.html.HTMLDOMImplementation,1,2,1,0
Public Static Abstract Class,org.apache.xerces.impl.XMLEntityManager.Entity,1,1,7,50
Public Static Class,org.apache.xerces.impl.xpath.XPath.Axis,2,1,4,65
Public Static Class,org.apache.xerces.impl.xpath.XPath.LocationPath,2,4,4,25
Public Static Class,org.apache.xerces.impl.xpath.XPath.NodeTest,2,2,6,58
Public Static Class,org.apache.xerces.impl.xpath.XPath.Step,2,3,4,25
Public Static Class,org.apache.xerces.impl.xs.SchemaGrammar.BuiltinSchemaGrammar,1,21,14,0
Public Static Class,org.apache.xerces.impl.xs.SchemaGrammar.Schema4Annotations,1,27,19,0
Public Static Class,org.apache.xerces.impl.xs.identity.Field.XPath,1,9,3,0
Public Static Class,org.apache.xerces.impl.xs.identity.Selector.XPath,1,8,2,0
Public Static Class,org.apache.xerces.jaxp.SAXParserImpl.JAXPSAXParser,1,22,17,74
Public Static Class,org.apache.xerces.parsers.CachingParserPool.ShadowedGrammarPool,1,3,6,33
Public Static Class,org.apache.xerces.parsers.CachingParserPool.SynchronizedGrammarPool,2,3,7,0
Public Static Class,org.apache.xerces.util.URI.MalformedURIException,1,1,2,100
Public Static Class,org.apache.xml.serialize.OutputFormat.DTD,1,1,0,0
Public Static Class,org.apache.xml.serialize.OutputFormat.Defaults,1,1,0,0
Public Static Class,socket.KeepSocketOpen.Client,2,18,11,79
Public Static Class,socket.KeepSocketOpen.Server,2,10,3,33
Public Static Class,ui.DOMTreeFull.Model,2,8,10,77
Static Class,org.apache.html.dom.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,org.apache.xerces.dom.CoreDOMImplementationImpl.RevalidationHandlerHolder,1,1,1,0
Static Class,org.apache.xerces.dom.CoreDOMImplementationImpl.XMLDTDLoaderHolder,1,1,1,0
Static Class,org.apache.xerces.dom.DeferredDocumentImpl.IntVector,1,1,5,40
Static Class,org.apache.xerces.dom.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,org.apache.xerces.impl.Constants.ArrayEnumeration,2,1,3,16
Static Class,org.apache.xerces.impl.dv.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV.DateTimeData,2,5,19,81
Static Class,org.apache.xerces.impl.dv.xs.DecimalDV.XDecimal,2,10,15,61
Static Class,org.apache.xerces.impl.dv.xs.ListDV.ListData,2,2,7,42
Static Class,org.apache.xerces.impl.dv.xs.PrecisionDecimalDV.XPrecisionDecimal,1,5,12,70
Static Class,org.apache.xerces.impl.xpath.regex.Op.CharOp,1,0,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.ChildOp,1,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.ConditionOp,1,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.ModifierOp,1,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.RangeOp,1,2,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.StringOp,1,1,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.UnionOp,1,1,4,0
Static Class,org.apache.xerces.impl.xpath.regex.RegexParser.ReferencePosition,1,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.RegularExpression.Context,1,3,5,66
Static Class,org.apache.xerces.impl.xpath.regex.Token.CharToken,2,3,4,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.ClosureToken,2,2,8,78
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConcatToken,2,1,4,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConditionToken,2,2,4,44
Static Class,org.apache.xerces.impl.xpath.regex.Token.FixedStringContainer,1,1,1,100
Static Class,org.apache.xerces.impl.xpath.regex.Token.ModifierToken,2,2,6,62
Static Class,org.apache.xerces.impl.xpath.regex.Token.ParenToken,2,1,5,60
Static Class,org.apache.xerces.impl.xpath.regex.Token.StringToken,2,2,4,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.UnionToken,2,5,5,60
Static Class,org.apache.xerces.impl.xs.SchemaNamespaceSupport.SchemaRootContext,1,10,5,66
Static Class,org.apache.xerces.impl.xs.XMLSchemaLoader.LocationArray,1,3,5,9
Static Class,org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool.Entry,1,4,2,25
Static Class,org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool.SoftGrammarReference,1,3,1,0
Static Class,org.apache.xerces.jaxp.validation.ValidatorHandlerImpl.ResolutionForwarder,2,11,8,75
Static Class,org.apache.xerces.jaxp.validation.XMLSchemaFactory.XMLGrammarPoolImplExtension,1,0,3,0
Static Class,org.apache.xerces.jaxp.validation.XMLSchemaFactory.XMLGrammarPoolWrapper,2,3,8,0
Static Class,org.apache.xerces.parsers.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,org.apache.xerces.util.DOMUtil.ThrowableMethods,1,4,1,100
Static Class,org.apache.xerces.util.XMLAttributesImpl.Attribute,1,4,0,0
Static Class,org.apache.xerces.xinclude.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,org.apache.xml.serialize.DOMSerializerImpl.DocumentMethods,1,4,1,100
Static Class,org.apache.xml.serialize.EncodingInfo.CharToByteConverterMethods,1,5,1,100
Static Class,org.apache.xml.serialize.EncodingInfo.CharsetMethods,1,5,1,100
Static Class,org.apache.xml.serialize.ObjectFactory.ConfigurationError,1,2,2,50
Static Class,sax.helpers.AttributesImpl.ListNode,1,1,2,41
Static Class,socket.DelayedInput.DelayedInputStream,1,8,3,66
Static Class,ui.DOMTree.Model,2,10,11,72
Static Class,xni.ObjectFactory.ConfigurationError,1,2,2,50
